Mouse gene name	Gene name
	AC096636.1
	AL590132.1
	IPO8P1
	AC092017.2
	AC092017.3
	KCNH1-IT1
	AC092017.1
	PRELID1P5
Rcor3	RCOR3
Traf5	TRAF5
	AL590101.1
	LINC00467
	SNX25P1
	ARPC3P2
Rd3	RD3
	AC105275.1
Slc30a1	SLC30A1
	AC105275.2
	AL356310.1
	LINC01693
Nek2	NEK2
	FDPSP8
	AC096637.2
	AC096637.1
Lpgat1	LPGAT1
	RN7SL344P
	Y_RNA
	LPGAT1-AS1
	AC092814.2
Ints7	INTS7
	AC092814.1
Dtl	DTL
	RPL21P28
	MIR3122
	RN7SKP98
	AL606468.1
	LINC02608
Ppp2r5a	PPP2R5A
	AL360091.2
	AL360091.3
	RPL23AP18
	SNORA16B
	AL360091.1
Pacc1	PACC1
	AC092803.3
Nenf	NENF
	LINC02771
	AC092803.2
	LINC01740
	AC092803.1
	AC092803.4
Atf3	ATF3
	AL590648.2
Fam71a	FAM71A
	AL590648.1
	LINC02773
Batf3	BATF3
Nsl1	NSL1
Tatdn3	TATDN3
Agxt	AGXT
Mab21l4	MAB21L4
Crocc2	CROCC2
	UICLM
	AC104809.1
Sned1	SNED1
	AC104333.3
Spata45	SPATA45
	FLVCR1-DT
	AC104333.1
	AC104333.2
Flvcr1	FLVCR1
	AC104333.4
Vash2	VASH2
	AC093585.1
	SNED1-AS1
Mterf4	MTERF4
Angel2	ANGEL2
Rps6kc1	RPS6KC1
Pask	PASK
	RPL31P13
	AL592402.1
	AC096639.1
	AC005237.1
	PROX1-AS1
	PPP1R7
	LINC00538
Prox1	PROX1
	AC011700.1
	AL606537.1
	LINC02775
Smyd2	SMYD2
	AL929236.1
Ptpn14	PTPN14
	AL445305.1
	KRT18P12
Cenpf	CENPF
	ABHD17AP3
	UBE2V1P13
	GAPDHP24
	AC099563.1
	AC099563.2
Kcnk2	KCNK2
Ano7	ANO7
	VDAC1P10
	AL450990.1
Kctd3	KCTD3
Hdlbp	HDLBP
Ush2a	USH2A
	SNORD116
	AL358452.1
	USH2A-AS2
	USH2A-AS1
	MRPS18BP1
Esrrg	ESRRG
Gpatch2	GPATCH2
Spata17	SPATA17
	SPATA17-AS1
	UBBP2
	LINC00210
	AL355526.1
	LINC01653
	AL355526.2
Gm25130	RNU1-141P
Rrp15	RRP15
	AC096638.2
	AC096638.1
	TGFB2-AS1
Tgfb2	TGFB2
Septin2	SEPTIN2
Septin2	SEPTIN2
	TGFB2-OT1
	LINC02869
	U3
	NXNP1
	LINC01710
	LYPLAL1-DT
Lyplal1	LYPLAL1
	RIMKLBP2
	AL360093.1
	AC096642.1
	AC096642.2
	LYPLAL1-AS1
	AL356364.1
Zc3h11a	ZC3H11B
Zc3h11a	ZC3H11B
Slc30a10	SLC30A10
	RNA5SP76
	U3
Eprs	EPRS1
Bpnt1	BPNT1
Iars2	IARS2
	MIR215
Mir194-1	MIR194-1
	RPS15AP12
Rab3gap2	RAB3GAP2
	MIR664A
Snora36b	SNORA36B
	SNX2P1
	KF455155.1
	MORF4L1P1
	AURKAP1
	XRCC6P3
	AL451081.2
	AL451081.1
	AC096644.3
	AC096644.2
	AC096644.1
	PRELID3BP1
	LINC02779
Mark1	MARK1
	AC104841.1
	AC005104.1
Farp2	FARP2
	RN7SL464P
	HDAC1P2
C130074G19Rik	C1orf115
Mtarc2	MTARC2
Mtarc1	MTARC1
Mtarc1	AL445423.3
	RNU6ATAC35P
	AL445423.2
	AL445423.1
	LINC01352
	HLX-AS1
Hlx	HLX
	AL445466.1
	AC005104.2
	LINC02817
	MIR3133
	KCTD5P1
	AL360013.2
	AL360013.3
	AL360013.1
	AL360013.4
Dusp10	DUSP10
Stk25	STK25
	LINC01655
	RNU6-403P
	LINC02257
	LINC02474
	LINC01705
	AL356108.1
	QRSL1P2
	AL513314.1
	CICP13
	AL513314.2
	RNU6-791P
	AL592148.2
Hhipl2	HHIPL2
Taf1a	TAF1A
	TAF1A-AS1
	MIA3
	AL592148.1
	AL592148.3
Aida	AIDA
Brox	BROX
	BOK-AS1
Bok	BOK
	AC133528.1
Thap4	THAP4
	FAM177B
	RNA5SP122
	AL392172.1
Atg4b	ATG4B
Disp1	DISP1
	NDUFB1P2
	AL929091.1
Tlr5	TLR5
	AL359979.2
	AL359979.1
Susd4	SUSD4
	RNU4-57P
Ccdc185	CCDC185
Capn8	CAPN8
	SNRPEP10
	RNU6-1248P
Capn2	CAPN2
Dtymk	DTYMK
Trp53bp2	TP53BP2
Ing5	ING5
	AC114730.3
D2hgdh	D2HGDH
	PHBP11
	ACTBP11
	CICP5
	GTF2IP20
	RNU6-1319P
	AC138393.1
	AC138393.3
	AC138393.2
	RN7SKP49
Fbxo28	FBXO28
	AC114730.1
	AC114730.2
Gal3st2b	GAL3ST2
Gal3st2	GAL3ST2
Gal3st2c	GAL3ST2
	AC131097.1
	AC131097.2
	AC092809.3
9130409I23Rik	DEGS1
Degs1	DEGS1
Neu4	NEU4
	SNORA72
	AC092809.2
	AC092809.4
Nvl	NVL
	AC131097.3
Pdcd1	PDCD1
	RTP5
	LINC01237
	FAM240C
	LINC01238
	AC093642.3
	AC093642.1
	AC093642.6
	LINC01880
	AC093642.2
	LINC01881
	CICP10
	SEPTIN14P2
	RPL23AP88
	MIR320B2
	AC092809.1
	RNU6-1008P
Cnih4	CNIH4
Wdr26	WDR26
	MIR4742
Cnih3	CNIH3
	AKR1B1P1
	CNIH3-AS2
	DNAJB6P6
	AL596330.1
	CNIH3-AS1
	LINC02813
	AL391811.1
Dnah14	DNAH14
Lbr	LBR
	LINC02765
	AC092811.1
Enah	ENAH
	AC099066.2
	AC099066.1
	RNU6-1304P
Srp9	SRP9
	AC099066.3
Ephx1	EPHX1
	AL591895.1
Tmem63a	TMEM63A
Lefty2	LEFTY1
Lefty1	LEFTY1
Pycr2	AL117348.2
Pycr2	PYCR2
	MIR6741
	AL117348.1
Lefty2	LEFTY2
Lefty1	LEFTY2
	NDUFA3P3
Sde2	SDE2
	AL512343.2
H3f3a	H3-3A
	LINC01703
	AL512343.1
Acbd3	ACBD3
	ACBD3-AS1
	AL592045.1
Mixl1	MIXL1
Lin9	LIN9
	YBX1P9
	AL359742.1
Parp1	PARP1
	AL359704.1
	RPS3AP7
	RN7SKP165
	CDKN2AIPNLP1
	AL359704.2
Stum	STUM
Itpkb	ITPKB
	ITPKB-IT1
	ITPKB-AS1
	RPS27P5
	AL359732.1
Psen2	AL391628.1
Psen2	PSEN2
Coq8a	COQ8A
	AL353689.1
Cdc42bpa	CDC42BPA
	AL353689.2
	AL353689.3
	AL451047.1
	AL627308.1
	AL627308.2
	AL627308.3
	LINC01641
	NUCKS1P1
	AL606462.1
	BTF3P9
	AL451054.2
	AL451054.3
	TUBB8P10
	TUBB8P9
	AL451054.1
	AL451054.4
	RNA5SP77
Gm49345	ZNF678
Zfp738	ZNF678
Zfp953	ZNF678
Zfp457	ZNF678
Zfp595	ZNF678
	FAM133FP
	ZNF847P
Snap47	SNAP47
Jmjd4	JMJD4
	SNAP47-AS1
	AL731702.1
Prss38	PRSS38
Wnt9a	WNT9A
	MIR5008
	CICP26
	SEPTIN14P17
Wnt3a	WNT3A
	LINC02809
Arf1	ARF1
	MIR3620
2310033P09Rik	C1orf35
Mrpl55	MRPL55
	FAM96AP2
	AL136379.1
	AL359510.2
	AL359510.1
Guk1	GUK1
Gjc2	GJC2
	IBA57-DT
Iba57	IBA57
	OBSCN-AS1
Obscn	OBSCN
	AL353593.1
	AL353593.2
	AL353593.3
	AL670729.3
	AL670729.2
Trim11	TRIM11
	AL670729.1
	MIR6742
	AL139288.1
Trim17	TRIM17
	H3-4
	RPL23AP15
H2aw	H2AW
	H2BU1
	MIR4666A
	H2BU2P
	AL139288.2
	RNF187
	BTNL10
	RNA5SP19
	RNA5SP162
	RNA5S1
	RNA5S2
	RNA5S3
	RNA5S4
	RNA5S5
	RNA5S6
	RNA5S7
	RNA5S8
	RNA5S9
	RNA5S10
	RNA5S11
	RNA5S12
	RNA5S13
	RNA5S14
	RNA5S15
	RNA5S16
	RNA5S17
	RNA5SP18
	DUSP5P1
	AL713899.1
	FTH1P2
Rhou	RHOU
	AL078624.2
	AL078624.1
	LINC02815
	ISCA1P2
	LINC02814
	AL162595.2
	TMEM78
	AL162595.1
Rab4a	RAB4A
	AL117350.1
Ccsap	CCSAP
	RNU6-180P
	RN7SKP276
	AL160004.2
Acta1	ACTA1
Nup133	NUP133
	AL160004.1
	AL121990.1
Abcb10	ABCB10
	RNU4-21P
	RNA5SP78
	HMGN2P19
Taf5l	TAF5L
Urb2	URB2
	AL354983.1
	HMGB1P26
	LINC01682
	LINC01736
Galnt2l	GALNT2
Galnt2	GALNT2
	AL136988.2
	AL136988.1
Pgbd5	PGBD5
	AL133516.1
	LINC01737
	AL158214.1
Cog2	COG2
	AL158214.2
Agt	AGT
	AL512328.1
Capn9	CAPN9
	RNA5SP79
	AL118511.2
2310022B05Rik	C1orf198
	AL118511.1
	AL118511.4
	AL118511.3
	RN7SL837P
Ttc13	TTC13
Arv1	ARV1
Fam89a	FAM89A
	MIR1182
	AL732414.1
	AL109810.1
Trim67	TRIM67
	TRIM67-AS1
2810004N23Rik	C1orf131
Gnpat	GNPAT
	RNA5SP80
Exoc8	EXOC8
Sprtn	SPRTN
	AL117352.1
Egln1	EGLN1
Egln1	AL445524.2
	SNRPD2P2
	AL445524.1
Tsnax	TSNAX
Tsnax	TSNAX-DISC1
	LINC00582
Disc1	DISC1
	RNU5A-5P
	AL136171.2
	AL136171.1
	DISC1-IT1
	AL353052.1
	AL353052.2
	BX323014.1
	RN7SL299P
Sipa1l2	SIPA1L2
Gm23093	RNU6-1211P
	LINC01745
	LINC01744
Map10	MAP10
	RNU1-74P
	AL122003.2
	AL122003.1
Ntpcr	NTPCR
Pcnx2	PCNX2
	RPS7P3
	AL133380.1
Map3k21	MAP3K21
	RNU4-77P
	AL360006.1
Kcnk1	KCNK1
	MIR4427
	AL357972.1
	AL663058.1
	AL663058.2
	AL713868.1
Slc35f3	SLC35F3
	RAC1P7
	AL122008.3
	AL122008.1
	SLC35F3-AS1
	AL122008.2
	MIR4671
	AL355472.1
	AL355472.2
	AL355472.3
	COA6-AS1
Coa6	COA6
Tarbp1	TARBP1
	LINC01354
	AL161640.2
	AL161640.3
	AL161640.1
Gm25369	U8
Irf2bp2	IRF2BP2
	AL160408.2
	LINC00184
	AL160408.5
	AL160408.1
	AL160408.4
	AL160408.3
	AL160408.6
	LINC01132
	PP2672
	AL391832.4
	RNY4P16
	RN7SL668P
	AL391832.1
	AL391832.2
	AL391832.3
	LINC01348
	AL732292.1
	AL732292.2
Tomm20	TOMM20
	SNORA14B
Rbm34	RBM34
Arid4b	ARID4B
	MIR4753
	RPL23AP23
Ggps1	GGPS1
Tbce	AL357556.3
	AL391994.1
	AL357556.1
	AL357556.5
Tbce	TBCE
	RPS21P1
B3galnt2	B3GALNT2
	MTCYBP14
	MTND6P14
	MTND5P19
	MTND4P10
	MTND4LP21
	MTND3P8
	MTCO3P46
Gng4	GNG4
	FO393422.1
	AL583844.1
Lyst	LYST
	LDHAP2
	LYST-AS1
	MIR1537
	RNU6-968P
	AL139161.1
	LINC02768
Nid1	NID1
	Y_RNA
	AL122018.1
	AL122018.2
Gpr137b	GPR137B
Ero1lb	ERO1B
	RNU2-70P
	AL450309.1
Edaradd	EDARADD
	ENO1P1
Lgals8	LGALS8
	LGALS8-AS1
	AL359921.2
	AL359921.1
Heatr1	HEATR1
Actn2	ACTN2
Mtr	MTR
	RPSAP21
	RPL35P1
	MT1HL1
	AL359259.1
Ryr2	RYR2
	RN7SKP195
	MIR4428
	AL442065.1
	AL359924.1
	ZP4
	AL590396.1
	MTCO1P38
	AL590396.2
	AL590396.3
	MTRNR2L11
	MTCYBP15
	MTND6P15
	MTND5P18
	YWHAQP9
	AL356010.2
	AL356010.1
Gm24178	RNU6-725P
Gm25982	RNU6-725P
Gm25886	RNU6-725P
	LINC01139
	AL359551.1
	KRT18P32
	MIPEPP2
	AL583825.1
	AL590135.1
	AC093426.2
	AC093426.1
Chrm3	CHRM3
	CHRM3-AS2
	CHRM3-AS1
	AL356361.2
	AL356361.1
	AL356361.3
	RPS7P5
Fmn2	FMN2
	AL359918.1
	Y_RNA
	ADH5P3
	AL359918.2
	Y_RNA
	AL590490.1
Grem2	GREM2
	AL358176.1
	AL358176.2
	AL358176.4
	AL358176.3
	RNU5F-8P
	AL358176.5
	Y_RNA
	AL365184.2
	AL365184.1
	THAP12P8
Rgs7	RGS7
	RFKP1
	HNRNPA1P42
	AL590682.1
	MIR3123
	AL592076.1
	AL359764.1
	AL359764.2
	AL359764.3
Fh1	FH
Kmo	KMO
Opn3	OPN3
Chml	CHML
	AL133390.1
Wdr64	WDR64
	AL365366.1
Exo1	EXO1
	RPL23AP20
Gm38100	BECN2
	CFL1P4
	MAP1LC3C
	TUBB8P6
	BX571673.1
Pld5	PLD5
	AL591686.2
	RN7SKP12
	AL591686.1
	AL360271.2
	RPL10AP5
	AL360271.1
	AC099785.1
	RSL24D1P4
	AL445675.1
	AL445675.2
	AL603825.1
	AL606534.3
	SEPTIN14P21
	CICP21
	AL606534.4
	LINC01347
	RNU6-747P
Cep170	CEP170
	AL606534.1
	AL606534.2
Sdccag8	SDCCAG8
	FCF1P7
	MIR4677
Akt3	AKT3
	AL591721.1
	FABP7P1
	AL662889.1
	AKT3-IT1
	LINC02774
Zbtb18	ZBTB18
	AL590483.3
	AL590483.1
	AL590483.4
	RN7SL148P
	AL590483.2
	AL358177.1
1700016C15Rik	C1orf100
	AL645465.1
	TGIF2P1
Adss	ADSS2
Catspere1	CATSPERE
	CYCSP5
Desi2	DESI2
	AL451007.1
	AL451007.3
	AL451007.2
	BX323046.2
Cox20	COX20
Hnrnpu	HNRNPU
	BX323046.1
	RN7SKP55
Gm26479	RNU6-947P
Gm25362	RNU6-947P
	AL356512.1
Efcab2	EFCAB2
	RNU6-1089P
	RNU6-999P
	AL589763.1
Gm22666	RNU1-132P
Kif26b	KIF26B
	KIF26B-AS1
	DNAJC19P8
	AC104462.2
	AC104462.1
Smyd3	SMYD3
	AC118555.1
	SMYD3-AS1
	CHCHD4P5
	RNU6-1283P
	SMYD3-IT1
	Y_RNA
	AL356583.1
	LINC01743
	AL356583.3
	AL356583.2
Tfb2m	TFB2M
Cnst	CNST
	AL591623.1
	AL591623.2
	AL591848.2
	AL591848.1
Sccpdh	SCCPDH
	RPL35AP6
	KIF28P
	AL591848.3
	LINC01341
	AC113174.1
	AC113174.2
Ahctf1	AHCTF1
	ZNF695
	ZNF670-ZNF695
	AL512637.2
	ZNF670
	AL512637.1
	AL627095.1
Zfp78	ZNF669
	AL627095.2
	C1orf229
	FGFR3P6
Zfp78	ZNF124
	AL390728.3
	AL390728.2
	AL390728.6
	AL390728.4
	MIR3916
	RNA5SP82
	AL390728.5
	AL390728.1
	VN1R17P
Vmn1r53	VN1R5
Vmn1r51	VN1R5
Vmn1r54	VN1R5
Vmn1r48	VN1R5
Vmn1r40	VN1R5
Vmn1r1	VN1R5
Vmn1r42	VN1R5
Vmn1r49	VN1R5
Vmn1r45	VN1R5
Vmn1r239-ps	VN1R5
Vmn1r43	VN1R5
Vmn1r46	VN1R5
Vmn1r47	VN1R5
Vmn1r52	VN1R5
Vmn1r44	VN1R5
Vmn1r50	VN1R5
V1ra8	VN1R5
Vmn1r41	VN1R5
	Y_RNA
Zkscan17	ZNF496
	AC104335.1
	AC104335.2
Nlrp3	NLRP3
Olfr222	OR2B11
	OR2W5
	GCSAML
	OR2C3
	GCSAML-AS1
	AL606804.1
	OR2G2
	OR2G3
Gm23210	U6
	OR14L1P
	AL390860.1
	OR3D1P
Olfr309	OR13G1
Olfr308	OR6F1
	AC118470.1
Olfr298	OR14A2
Olfr307	OR14A2
Olfr305	OR14A2
Olfr304	OR14A2
Olfr294	OR14A2
	OR14K1
	OR1C1
Olfr466	OR9H1P
	OR14A16
	HSD17B7P1
	OR6R1P
Olfr323	OR11L1
Trim58	TRIM58
Olfr322	OR2W3
Olfr317	OR2W3
Olfr314	OR2T8
Olfr171	OR2AJ1
Olfr169	OR2AJ1
Olfr170	OR2AJ1
	CLK3P2
	OR2X1P
Olfr167	OR2L8
Olfr318	OR2AK2
Olfr320	OR2AK2
Olfr316	OR2AK2
Olfr319	OR2AK2
	OR2L9P
	OR2L1P
	Y_RNA
	OR2L6P
Olfr167	OR2L5
	Y_RNA
Olfr167	OR2L2
	Y_RNA
Olfr167	OR2L3
	OR2T32P
Olfr166	OR2L13
Olfr168	OR2L13
	OR2M1P
	OR2M5
	OR2M2
	OR2M3
	OR2M4
Olfr314	OR2T33
Olfr314	OR2T12
	OR2M7
Olfr300-ps1	OR14C36
Olfr293	OR14C36
Olfr299	OR14C36
Olfr292	OR14C36
Olfr310	OR14C36
Olfr295	OR14C36
Olfr297	OR14C36
Olfr301	OR14C36
Olfr328	OR2T4
Olfr331	OR2T4
Olfr330	OR2T4
Olfr224	OR2T4
Olfr329	OR2T4
Olfr325	OR2T4
Olfr720	OR2T6
Olfr31	OR2T1
	OR2T7
Olfr721-ps1	OR2T2
	OR2T3
	AC138089.1
Olfr328	OR2T5
Olfr331	OR2T5
Olfr330	OR2T5
Olfr224	OR2T5
Olfr329	OR2T5
Olfr325	OR2T5
	OR2AS2P
	OR2G6
	AC098483.1
	OR2AS1P
Olfr328	OR2T29
Olfr331	OR2T29
Olfr330	OR2T29
Olfr224	OR2T29
Olfr329	OR2T29
Olfr325	OR2T29
	OR2T34
	OR2T10
	Y_RNA
	AC098483.2
	OR2T11
Olfr721-ps1	OR2T35
	OR2T27
Lypd8	CR589904.2
Lypd8	LYPD8
	OR14I1
	LYPD9P
	CR589904.1
	AHCYP8
	DPY19L4P1
Sh3bp5l	SH3BP5L
	MIR3124
Zfp672	ZNF672
Zfp692	ZNF692
	AL672291.1
	PGBD2
Gm23640	RNU6-1205P
	RPL23AP25
	LINC02887
	AC240565.2
	U6
Scgb1c1	SCGB1C2
Doc2b	DOC2B
	LINC02091
Rph3al	RPH3AL
	AC129507.4
	AC129507.1
	AC129507.2
	AC129507.3
	AC141424.1
1700016K19Rik	C17orf97
Rflnb	RFLNB
	AC015853.2
Vps53	VPS53
	AC015853.3
	AC015853.1
	AC027455.1
	RPS4XP17
Fam57a	TLCD3A
Gemin4	GEMIN4
	DBIL5P
Glod4	GLOD4
	AC087392.3
Mrm3	MRM3
	AC087392.4
	AC087392.5
Nxn	NXN
	AC087392.2
	AC087392.1
	AC036164.1
Timm22	TIMM22
Abr	ABR
	MIR3183
	Metazoa_SRP
	AC016292.2
	AC016292.1
	AC144836.1
Bhlha9	BHLHA9
Trarg1	TRARG1
Ywhae	YWHAE
	AC032044.2
Crk	CRK
	AC032044.1
Myo1c	MYO1C
Inpp5k	INPP5K
	PITPNA-AS1
Pitpna	PITPNA
Slc43a2	SLC43A2
	RN7SL105P
Scarf1	SCARF1
Rilp	RILP
Prpf8	PRPF8
	AC130343.3
Tlcd2	TLCD2
	MIR22HG
Mir22	MIR22
Wdr81	WDR81
	AC130343.1
Serpinf2	SERPINF2
Serpinf1	SERPINF1
Smyd4	SMYD4
Rpa1	RPA1
	AC130689.1
Rtn4rl1	RTN4RL1
	AC099684.2
	AC099684.1
	AC099684.3
Dph1	DPH1
	AC090617.10
Ovca2	OVCA2
	AC090617.3
	AC090617.5
Mir132	MIR132
	MIR212
Hic1	HIC1
Smg6	SMG6
	AC090617.9
	AC090617.4
	AC090617.6
	AC090617.8
	AC090617.7
	MCUR1P1
	RN7SL624P
	AC090617.2
	AC090617.1
	AL450226.1
	SMG6-IT1
	AL450226.2
Srr	SRR
	HNRNPA1P16
Tsr1	TSR1
	SNORD91B
	SNORD91A
Sgsm2	SGSM2
	AC006435.3
	AC006435.2
Mnt	MNT
	AC006435.1
Mettl16	METTL16
	AC006435.4
	AC006435.5
	RN7SL33P
	EIF4A1P9
Pafah1b1	PAFAH1B1
	SAMD11P1
	AC015799.1
	RN7SL608P
	AC005696.2
	AC005696.3
Cluh	CLUH
	MIR6776
	AC005696.1
	AC005696.4
	CCDC92B
	MIR1253
	hsa-mir-1253
Rap1gap2	RAP1GAP2
	AC015921.1
	OR1D5
Olfr412	OR1D2
	OR1E3
	OR1G1
	AC090282.1
Olfr59	OR1P1
Olfr409-ps1	OR1P1
Olfr406	OR1P1
Olfr404-ps1	OR1P1
Olfr43	OR1A2
Olfr403	OR1A2
Olfr43	OR1A1
Olfr403	OR1A1
	OR1D4
	OR1D3P
	OR3A2
Olfr410	OR3A1
Olfr402	OR3A1
Olfr401	OR3A1
	OR3A4P
	AC087498.1
	OR1AC1P
Olfr398	OR1R1P
	OR1E1
	OR3A3
	OR1E2
	AC025125.1
Gm49340	SPATA22
Spata22	SPATA22
Aspa	ASPA
Trpv3	TRPV3
Trpv1	TRPV1
	AC027796.5
Shpk	AC027796.3
Ctns	CTNS
	AC027796.1
Shpk	SHPK
	AC027796.2
	AC027796.4
Tax1bp3	TAX1BP3
P2rx5	P2RX5-TAX1BP3
	AC132942.1
Emc6	EMC6
P2rx5	P2RX5
Itgae	ITGAE
	AC116914.2
Haspin	HASPIN
	AC116914.1
Ncbp3	NCBP3
Camkk1	CAMKK1
P2rx1	P2RX1
Atp2a3	ATP2A3
	LINC01975
Zzef1	ZZEF1
	RNA5SP434
Cyb5d2	CYB5D2
Ankfy1	ANKFY1
	AC087292.1
	Y_RNA
	RYKP1
	AC087742.1
Ube2g1	UBE2G1
	MFSD1P1
	RN7SL774P
Spns3	SPNS3
	AC127521.1
	AC118754.1
Spns2	SPNS2
Mybbp1a	MYBBP1A
Ggt6	GGT6
	AC118754.2
	TXNP4
Smtnl2	SMTNL2
	LINC01996
	RNU6-955P
Alox15	ALOX15
Pelp1	PELP1
	AC091153.2
	AC091153.3
	AC091153.1
Arrb2	ARRB2
Med11	MED11
	AC091153.4
Cxcl16	CXCL16
Zmynd15	ZMYND15
Tm4sf5	TM4SF5
Vmo1	VMO1
Gltpd2	GLTPD2
	AC233723.2
Psmb6	PSMB6
Gm40193	AC233723.1
Pld2	PLD2
Mink1	MINK1
	ATP6V0CP1
	RN7SL784P
Chrne	CHRNE
4930544D05Rik	C17orf107
Gp1ba	GP1BA
Slc25a11	SLC25A11
Rnf167	RNF167
Pfn1	PFN1
Eno3	ENO3
Spag7	SPAG7
Camta2	CAMTA2
	AC004771.3
	MIR6864
	MIR6865
	AC004771.1
	AC004771.4
	AC004771.2
Inca1	INCA1
Kif1c	KIF1C
	KIF1C-AS1
Slc52a2	SLC52A1
	AC012146.1
	AC012146.2
Zfp3	ZFP3
	ZNF232
	ZNF232-AS1
Usp32	USP6
	AC012146.3
	ZNF594
	AC087500.1
Scimp	SCIMP
	AC087500.2
Rabep1	RABEP1
Nup88	NUP88
	AC015727.1
Rpain	RPAIN
	AC004148.1
C1qbp	C1QBP
Dhx33	DHX33
	DHX33-DT
Derl2	DERL2
Mis12	MIS12
Nlrp1b	NLRP1
Nlrp1a	NLRP1
6330403K07Rik	AC055839.2
	AC055839.1
	AC135726.1
	AC006236.1
	AC007846.1
	AC007846.2
Wscd1	WSCD1
	AC104770.1
	RNU6-1264P
	BTF3P14
	AC055872.2
Aipl1	AIPL1
	AC055872.1
Pimreg	PIMREG
Pitpnm3	PITPNM3
	Metazoa_SRP
4933427D14Rik	KIAA0753
Gm43951	KIAA0753
	RNA5SP435
	AC004706.3
Txndc17	TXNDC17
Med31	MED31
4930563E22Rik	C17orf100
	AC004706.1
	MIR4520-1
	MIR4520-2
	ALOX15P1
Slc13a5	SLC13A5
	AC004706.2
	RPL23AP73
Xaf1	XAF1
	PRAL
Fbxo39	FBXO39
Tekt1	TEKT1
	ALOX12P2
	ALOX12-AS1
	AC027763.1
	AC027763.2
	AC040977.2
	AC040977.1
Alox12	ALOX12
Gm21988	RNASEK
Rnasek	RNASEK
0610010K14Rik	RNASEK-C17orf49
0610010K14Rik	C17orf49
	MIR497HG
Mir195a	MIR195
Mir497	MIR497
Bcl6b	BCL6B
Slc16a13	SLC16A13
Slc16a11	SLC16A11
	AC120057.1
Mgl2	CLEC10A
Clec10a	CLEC10A
Asgr2	ASGR2
	RPL7AP64
Asgr1	ASGR1
Dlg4	DLG4
	AC120057.4
Acadvl	ACADVL
	MIR324
Dvl2	DVL2
Phf23	PHF23
Gabarap	GABARAP
	AC120057.2
	AC120057.3
Ctdnep1	CTDNEP1
Cldn7	AC003688.1
Elp5	ELP5
Cldn7	CLDN7
	Y_RNA
Slc2a4	SLC2A4
	AC003688.2
Ybx2	YBX2
Eif5a	EIF5A
Gps2	GPS2
Neurl4	AC026954.2
Neurl4	NEURL4
	AC026954.1
Acap1	ACAP1
Kctd11	KCTD11
	AC026954.3
Tmem95	TMEM95
Tnk1	TNK1
Plscr3	PLSCR3
Tmem256	TMEM256-PLSCR3
Tmem256	TMEM256
Nlgn2	NLGN2
	AC113189.2
Spem1	SPEM1
Spem2	SPEM2
Gm39566	SPEM3
Gm39566	AC113189.12
Tmem102	TMEM102
	AC113189.1
Fgf11	FGF11
	AC113189.3
	AC113189.4
Chrnb1	CHRNB1
Zbtb4	ZBTB4
Slc35g3	SLC35G6
Polr2a	POLR2A
	Y_RNA
Tnfsf12	TNFSF12
Tnfsfm13	TNFSF12-TNFSF13
	AC016876.3
Tnfsf13	TNFSF13
Senp3	SENP3
Senp3	SENP3-EIF4A1
Eif4a1	EIF4A1
	AC016876.2
	SNORA48
Gm25835	SNORD10
	SNORA67
	CD68
	AC016876.1
Mpdu1	MPDU1
Sox15	SOX15
Fxr2	FXR2
Shbg	SHBG
Sat2	SAT2
Atp1b2	ATP1B2
Trp53	TP53
Wrap53	WRAP53
Efnb3	EFNB3
Dnah2	DNAH2
	RPL29P2
Kdm6b	KDM6B
Tmem88	TMEM88
Naa38	NAA38
Cyb5d1	CYB5D1
	AC104581.4
Chd3	CHD3
	SCARNA21
Rnf227	RNF227
Kcnab3	KCNAB3
	AC104581.2
Trappc1	TRAPPC1
Cntrob	CNTROB
	AC104581.1
Gucy2e	GUCY2D
	AC104581.3
Alox8	ALOX15B
	AC129492.2
	ALOXE3P1
Alox12b	ALOX12B
	AC129492.1
	MIR4314
Aloxe3	ALOXE3
Hes7	HES7
Per1	PER1
	MIR6883
Vamp2	AC129492.3
Vamp2	VAMP2
Tmem107	TMEM107
	SNORD118
	AC129492.4
	MIR4521
Borcs6	BORCS6
	AC129492.6
	AC129492.5
Aurkb	AURKB
	LINC00324
Ctc1	CTC1
Pfas	PFAS
	AC135178.6
Slc25a35	SLC25A35
Rangrf	RANGRF
	AC135178.7
Arhgef15	ARHGEF15
	AC135178.2
	AC135178.1
	AC135178.5
	ODF4
	KRBA2
	AC135178.4
	AC135178.3
	RPL26
Rnf222	RNF222
Ndel1	NDEL1
Myh10	MYH10
	RNU7-43P
	PPIAP52
	AC025518.1
Ccdc42	CCDC42
Spdye4b	SPDYE4
Spdye4a	SPDYE4
Mfsd6l	MFSD6L
Pik3r6	PIK3R6
Pik3r5	PIK3R5
	AC002091.2
	AC002091.1
Ntn1	NTN1
	AC005695.1
	AC005695.3
Stx8	STX8
	AC005695.2
	AC087501.1
	AC087501.2
	AC087501.3
	AC087501.4
Cfap52	CFAP52
	RPL19P18
	AC118755.2
Usp43	USP43
	AC118755.1
	AC027045.2
Dhrs7c	DHRS7C
	AC027045.1
Gsg1l2	GSG1L2
	AC027045.3
Glp2r	GLP2R
	NPM1P45
Rcvrn	RCVRN
Gas7	GAS7
	RPS27AP1
	AC005291.2
Myh13	MYH13
	AC005291.1
	MYHAS
	AC005323.2
Myh8	MYH8
	MYH4
Myh1	MYH1
	MYH2
	AC005323.1
